drugname;name_detail
539;"N-(3-Cyanophenyl)-2'-Methyl-5'-(5-Methyl-1,3,4-Oxadiazol-2-Yl)-4-Biphenylcarboxamide"
540;Cetilistat
541;Av-412
542;Calcium Chloride
543;6-Chloro-N-{(3S)-1-[(1S)-1-Methyl-2-Morpholin-4-Yl-2-Oxoethyl]-2-Oxopyrrolidin-3-Yl}-1-Benzothiophene-2-Sulfonamide
544;6-[2-(3'-Methoxybiphenyl-3-Yl)Ethyl]Pyridin-2-Amine
545;"5-[(3R)-3-(5-Methoxy-4'-Methylbiphenyl-3-Yl)But-1-Yn-1-Yl]-6-Methylpyrimidine-2,4-Diamine"
546;3-Formyl-2-Hydroxy-5-Methyl-Hexanoic Acid Hydroxyamide
547;"{[(2,6-Difluorophenyl)Carbonyl]Amino}-N-(4-Fluorophenyl)-1H-Pyrazole-3-Carboxamide"
548;Propyl Gallate
549;Lutropin Alfa
550;Carboprost Tromethamine
551;Al-4623
552;Levmetamfetamine
553;Tesaglitazar
554;Nitisinone
555;1-(2-Phenylethyl)-4-Phenyl-4-Acetoxypiperidine
556;N(6)-(Pyridoxal Phosphate)-L-Lysine
557;Strontium Chloride Sr-89
558;5-Methyltetrahydrofolic Acid
559;Dimethyl Sulfoxide
560;Ljp 1082
561;Thiethylperazine
562;Cephalexin
563;1-Methylhistidine
564;Romosozumab
565;"Inositol 1,3-Bisphosphate"
566;Ulipristal
567;Cra_17312
568;Rosoxacin
791;Mangafodipir
792;Allopurinol
569;[(1S)-4-(1-Aminobutylideneamino)-1-Carboxybutyl]Azanium
570;Astaxanthin
571;Telotristat Ethyl
572;"1-Cyclobutyl-3-(3,4-Dimethoxyphenyl)-1H-Pyrazolo[3,4-D]Pyrimidin-4-Amine"
573;"(3Z)-N,N-Dimethyl-2-Oxo-3-(4,5,6,7-Tetrahydro-1H-Indol-2-Ylmethylidene)-2,3-Dihydro-1H-Indole-5-Sulfonamide"
574;Olokizumab
575;Hydrocodone
576;Setmelanotide
577;Erdosteine
578;"Quinonoid 7,8-Tetrahydrobiopterin"
579;4-Phenylbutylamine
580;L-Methionine (R)-S-Oxide
581;"1,2-Dichlorobenzene"
582;Methacrylyl-Coenzyme A
583;Tert-Butyl 4-({[4-(But-2-Yn-1-Ylamino)Phenyl]Sulfonyl}Methyl)-4-[(Hydroxyamino)Carbonyl]Piperidine-1-Carboxylate
584;Dolasetron
585;"6-Ethyl-5-[9-(3-Methoxypropyl)-9H-Carbazol-2-Yl]Pyrimidine-2,4-Diamine"
586;H Type Ii Trisaccharide
587;N-[(1S)-1-(Aminocarbonyl)-4-(Ethanimidoylamino)Butyl]Benzamide
588;Pelitinib
589;Trandolapril
590;Cefalotin
591;Leucine
592;D-Glucose
593;Rifampicin
594;Metiamide
595;Fasinumab
596;Tetradecyl Hydrogen Sulfate (Ester)
597;Dihomo-Gamma-Linolenic Acid
598;1-Deoxymannojirimycin
599;Ancrod
600;Warfarin
601;"2-({4-[(5-Chloro-1H-Indol-2-Yl)Sulfonyl]Piperazin-1-Yl}Carbonyl)Thieno[3,2-B]Pyridine 4-Oxide"
602;"(2R)-3-{[{[(2S)-2,3-Dihydroxypropyl]Oxy}(Hydroxy)Phosphoryl]Oxy}-2-[(9E)-Hexadec-9-Enoyloxy]Propyl (9E)-Octadec-9-Enoate"
603;Cryptenamine
604;Clove Oil
605;"2',5'-Dideoxy-Adenosine 3'-Monophosphate"
606;Valinomycin
607;4-[4-(4-Fluorophenyl)-2-[4-[(R)-Methylsulfinyl]Phenyl]-1H-Imidazol-5-Yl]Pyridine
608;Gw-590735
609;"5-Acetamido-5,6-Dihydro-4-Hydroxy-6-Isobutoxy-4H-Pyran-2-Carboxylic Acid"
610;"(2S,3S,4E,6E,8S,9S)-3-Amino-9-Methoxy-2,6,8-Trimethyl-10-Phenyldeca-4,6-Dienoic Acid"
611;(+)-2-(4-Biphenyl)Propionic Acid
612;Velaglucerase Alfa
613;Sacituzumab Govitecan
614;Lorpiprazole
615;2-[2-Ethanesulfonylamino-3-(5-Propoxy-1H-Indol-3-Yl)-Propionylamino]-Pentanedioic Acid 5-Amide 1-(4-Carbamimidoyl-Benzylamide)
616;Pyrazinamide
617;Hydroxyzine
618;Sulthiame
619;Anifrolumab
620;Phosphoenolpyruvate
621;Atazanavir
622;"(5S)-5-Iododihydro-2,4(1H,3H)-Pyrimidinedione"
623;Telmisartan
624;(5R)-5-{[(2-Amino-3H-Purin-6-Yl)Oxy]Methyl}-2-Pyrrolidinone
625;Epothilone D
626;"2-[4-(2,4-Dichlorophenoxy)Phenoxy]Propanoic Acid"
627;Cangrelor
628;Dextromethorphan
629;"6-(2-Fluorophenyl)-N-(Pyridin-3-Ylmethyl)Imidazo[1,2-A]Pyrazin-8-Amine"
630;Rg-7795
631;Nicotinamide Adenine Dinucleotide Phosphate
632;Egaptivon Pegol
633;R411
634;Nitrofural
635;"(2S,3S)-3-{3-[4-(Methylsulfonyl)Phenyl]-1,2,4-Oxadiazol-5-Yl}-1-Oxo-1-Pyrrolidin-1-Ylbutan-2-Amine"
636;Tipranavir
637;Naftifine
638;Epigallocatechin Gallate
639;"Guanosine-2',3'-O-Ethylidenephosphonate"
640;5-Chloro-N-(2-(4-(2-Oxopyridin-1(2H)-Yl)Benzamido)Ethyl)Thiophene-2-Carboxamide
641;"2-Mercapto-N-[1,2,3,10-Tetramethoxy-9-Oxo-5,6,7,9-Tetrahydro-Benzo[A]Heptalen-7-Yl]Acetamide"
642;"3-[4-(2,4-Dimethyl-Thiazol-5-Yl)-Pyrimidin-2-Ylamino]-Phenol"
643;"N-[1-(Aminomethyl)Cyclopropyl]-3-(Benzylsulfonyl)-N~2~-[(1S)-2,2,2-Trifluoro-1-(4-Hydroxyphenyl)Ethyl]-L-Alaninamide"
644;Mitemcinal
645;"(4S,5E,7Z,10Z,13Z,16Z,19Z)-4-Hydroxydocosa-5,7,10,13,16,19-Hexaenoic Acid"
646;Plasminogen
647;Milataxel
648;4-(Fluorophenyl)-1-Cyclopropylmethyl-5-(2-Amino-4-Pyrimidinyl)Imidazole
649;Resveratrol
650;Botulinum Toxin Type B
651;L-Eflornithine
652;Ar-Ao-14418
653;Etamiphylline
654;N-Cyclohexyl-N'-Decylurea
655;Olmesartan
656;Cp-271485
657;"1-[4-(Octahydro-Pyrido[1,2-A]Pyrazin-2-Yl)-Phenyl]-2-Phenyl-1,2,3,4-Tetrahydro-Isoquinolin-6-Ol"
658;Ciclopirox
659;Dinitrochlorobenzene
660;"2-(6-Chloro-3-{[2,2-Difluoro-2-(2-Pyridinyl)Ethyl]Amino}-2-Oxo-1(2H)-Pyrazinyl)-N-[(2-Fluoro-3-Methyl-6-Pyridinyl)Methyl]Acetamide"
661;"4-(2-{[4-{[3-(4-Chlorophenyl)Propyl]Sulfanyl}-6-(1-Piperazinyl)-1,3,5-Triazin-2-Yl]Amino}Ethyl)Phenol"
662;"2,5-Di-Tert-Butylhydroquinone"
663;"4-Bromo-6-(6-Hydroxy-1,2-Benzisoxazol-3-Yl)Benzene-1,3-Diol"
664;Tetracaine
665;Ethylmercurithiosalicylic Acid
666;Triglyme
667;Daclizumab
668;N-[Amino(Imino)Methyl]-2-[2-(2-Chlorophenyl)-4-(4-Propoxyphenyl)-3-Thienyl]Acetamide
669;"5-(4-Chloro-5-Phenyl-3-Thienyl)-1,2,5-Thiadiazolidin-3-One 1,1-Dioxide"
670;Geneticin
671;Almitrine
672;Jnj-27390467
673;N(6)-Dimethylallyladenine
674;{[7-(Difluoro-Phosphono-Methyl)-Naphthalen-2-Yl]-Difluoro-Methyl}-Phosphonic Acid
675;Lumiracoxib
676;Miltefosine
677;Dobutamine
678;4-Piperidino-Piperidine
679;[3-(1-Benzyl-3-Carbamoylmethyl-2-Methyl-1H-Indol-5-Yloxy)-Propyl-]-Phosphonic Acid
680;"N-[(1S)-1-{1-[(1R,3E)-1-Acetylpent-3-En-1-Yl]-1H-1,2,3-Triazol-4-Yl}-1,2-Dimethylpropyl]Benzamide"
681;O3-Sulfonylgalactose
682;Sodium Citrate
683;"(2S,3R,4S,5S)-3,4-Dihydroxy-2-[(Methylsulfanyl)Methyl]-5-(4-Oxo-4,5-Dihydro-1H-Pyrrolo[3,2-D]Pyrimidin-7-Yl)Pyrrolidinium"
684;"2,3-Dicarboxy-4-(2-Chloro-Phenyl)-1-Ethyl-5-Isopropoxycarbonyl-6-Methyl-Pyridinium"
685;"4-(2-Aminoethoxy)-N-(3-Chloro-5-Piperidin-1-Ylphenyl)-3,5-Dimethylbenzamide"
686;Ico-007
687;Panobinostat
688;3'-Phospho-5'-Adenylyl Sulfate
689;Zidovudine Diphosphate
690;2-[Trans-(4-Aminocyclohexyl)Amino]-6-(Benzyl-Amino)-9-Cyclopentylpurine
691;Anagrelide
692;Xl418
693;Alvespimycin
694;"5-Methyl-N-[4-(Trifluoromethyl)Phenyl][1,2,4]Triazolo[1,5-A]Pyrimidin-7-Amine"
695;Chlorpheniramine
696;Tofisopam
697;Pd-0325901
698;Deoxyuridine Monophosphate
699;N-(1-Adamantyl)-N'-(4-Guanidinobenzyl)Urea
700;Propantheline
701;Aica Ribonucleotide
702;Ivacaftor
703;"N-(2-Hydroxy-1,1-Dimethylethyl)-1-Methyl-3-(1H-Pyrrolo[2,3-B]Pyridin-2-Yl)-1H-Indole-5-Carboxamide"
704;Oseltamivir
705;Venlafaxine
706;Ketorolac
707;Atovaquone
708;Niraxostat
709;"2-[2-(2-Fluorophenyl)Pyridin-4-Yl]-1,5,6,7-Tetrahydro-4H-Pyrrolo[3,2-C]Pyridin-4-One"
710;Darifenacin
711;Rifabutin
712;"8-Benzo[1,3]Dioxol-,5-Ylmethyl-9-Butyl-2-Fluoro-9H-Purin-6-Ylamine"
713;Ru78299
714;Alpha-L-Fucose
715;2-Hydroxy-5-(2-Mercapto-Ethylsulfamoyl)-Benzoic Acid
716;Thiamylal
717;(2R)-1-[(4-Tert-Butylphenyl)Sulfonyl]-2-Methyl-4-(4-Nitrophenyl)Piperazine
718;"N'-(5-Chloro-1,3-Benzodioxol-4-Yl)-N-(3-Morpholin-4-Ylphenyl)Pyrimidine-2,4-Diamine"
719;Nandrolone Phenpropionate
720;"2,5-O,O-Bis-{4',4''-Amidinophenyl}-1,4"
721;Clazosentan
722;O-(((1R)-((N-Phenylmethoxycarbonyl-L-Alanyl)Amino)Ethyl)Hydroxyphosphono)-L-Benzylacetic Acid
723;Ketotifen
724;Homatropine
725;Cra_9076
726;"5,6-Dihydro-Benzo[H]Cinnolin-3-Ylamine"
727;Levetiracetam
728;Cytidine-5'-Monophosphate
729;"[2-(5-Mercapto-[1,3,4]Thiadiazol-2-Ylcarbamoyl)-1-Phenyl-Ethyl]-Carbamic Acid Benzyl Ester"
730;Levomenthol
731;[[Cyclohexanesulfonyl-Glycyl]-3[Pyridin-4-Yl-Aminomethyl]Alanyl]Piperidine
732;6-(Hydroxyethyldithio)-8-(Aminomethylthio)Octanoic Acid
733;Mcc
734;Metoclopramide
735;Enzalutamide
736;"1-Methyl-2-Oxy-5,5-Dimethyl Pyrrolidine"
737;Choline
738;6-(Oxalyl-Amino)-1H-Indole-5-Carboxylic Acid
739;Pd-168393
740;Delafloxacin
741;Leukotriene C4
742;Boldenone
743;"(5E,13E)-11-Hydroxy-9,15-Dioxoprosta-5,13-Dien-1-Oic Acid"
744;N-(2-(((5-Chloro-2-Pyridinyl)Amino)Sulfonyl)Phenyl)-4-(2-Oxo-1(2H)-Pyridinyl)Benzamide
745;"N,N-Bis(3-(D-Gluconamido)Propyl)Deoxycholamide"
746;N-{[4-(But-2-Yn-1-Yloxy)Phenyl]Sulfonyl}-5-Methyl-D-Tryptophan
747;Avelumab
748;Vitamin E
749;"2-Hydroxy-3,5-Diiodobenzoic Acid"
750;"4-(1,3-Benzoxazol-2-Yl)-2,6-Dibromophenol"
751;Glasdegib
752;Linezolid
753;N-(Tert-Butyl)-4-[5-(Pyridin-2-Ylamino)Quinolin-3-Yl]Benzenesulfonamide
754;Muscimol
755;Keyhole Limpet Hemocyanin
756;4-(4-Chlorophenyl)-4-[4-(1H-Pyrazol-4-Yl)Phenyl]Piperidine
757;Brompheniramine
758;Alpha-D-Glucopyranosyl-2-Carboxylic Acid Amide
759;Levonorgestrel
760;4-Morpholin-4-Yl-Piperidine-1-Carboxylic Acid [1-(3-Benzenesulfonyl-1-Propyl-Allylcarbamoyl)-2-Phenylethyl]-Amide
761;Balsalazide
762;"(3Z)-6-(4-Hydroxy-3-Methoxyphenyl)-3-(1H-Pyrrol-2-Ylmethylene)-1,3-Dihydro-2H-Indol-2-One"
763;"2,6-Dibromo-4-[(E)-2-Phenylethenyl]Phenol"
764;Xmt-1001
765;9-Cyclopentyl-6-[2-(3-Imidazol-1-Yl-Propoxy)-Phenylamino]-9H-Purine-2-Carbonitrile
766;Sulconazole
767;Di-Stearoyl-3-Sn-Phosphatidylethanolamine
768;Salinomycin
769;"1,8-Di-Hydroxy-4-Nitro-Xanthen-9-One"
770;"5-(5-Chloro-7H-Pyrrolo[2,3-D]Pyrimidin-4-Yl)-4,5,6,7-Tetrahydro-1H-Imidazo[4,5-C]Pyridine"
771;Cyclobenzaprine
772;(3S)-1-{[4-(But-2-Yn-1-Yloxy)Phenyl]Sulfonyl}Pyrrolidine-3-Thiol
773;Lesopitron
774;Abiraterone
775;Bromhexine
776;Buclizine
777;Midostaurin
778;Cilnidipine
779;"(1S)-2-Oxo-1-Phenyl-2-[(1,3,4-Trioxo-1,2,3,4-Tetrahydroisoquinolin-5-Yl)Amino]Ethyl Acetate"
780;Rolipram
781;Darunavir
782;Alclofenac
783;Citrulline
784;"Phenylaminoimidazo(1,2-Alpha)Pyridine"
785;Seliciclib
786;1-Deoxy-1-Thio-Heptaethylene Glycol
787;Fr-234938
788;Beta-2-Thienyl-L-Alanine
789;Nabilone
790;Nicotinamide Mononucleotide
793;"2-(2-Hydroxy-1,1-Dihydroxymethyl-Ethylamino)-Ethanesulfonic Acid"
794;Canfosfamide
795;"S,S'-(1,3-Phenylene-Bis(1,2-Ethanediyl))Bis-Isothiourea"
796;E-2012
797;Pd150606
798;Ofloxacin
799;Panitumumab
800;"N-Alpha-Acetyl-3,5-Diiodotyrosylglycine"
801;Cts-21166
802;4-(4-Hydroxyphenyl)-1-Naphthaldehyde Oxime
803;"4-{[5-(Cyclohexylamino)[1,2,4]Triazolo[1,5-A]Pyrimidin-7-Yl]Amino}Benzenesulfonamide"
804;Debromohymenialdisine
805;5-Bromo-N-(3-Chloro-2-(4-(Prop-2-Ynyl)Piperazin-1-Yl)Phenyl)Furan-2-Carboxamide
806;Nevirapine
807;Norgestrel
808;Ph-797804
809;Diethylene Glycol Diethyl Ether
810;Glucose-6-Phosphate
811;Suprofen
812;Remacemide
813;"N-{(3S,4S)-4-[(6-Amino-4-Methylpyridin-2-Yl)Methyl]Pyrrolidin-3-Yl}-N'-(4-Chlorobenzyl)Ethane-1,2-Diamine"
814;Win 55212-2
815;"Cyclic 3',5'-Thymidine Monophosphate"
816;N2-[(Benzyloxy)Carbonyl]-N-[(3R)-1-{N-[(Benzyloxy)Carbonyl]-L-Leucyl}-4-Oxo-3-Pyrrolidinyl]-L-Leucinamide
817;Beta-D-Ribose-5-Phosphate
818;Inecalcitol
819;3-{[4-(But-2-Yn-1-Yloxy)Phenyl]Sulfonyl}Propane-1-Thiol
820;3-(2-Aminoquinazolin-6-Yl)-4-Methyl-1-[3-(Trifluoromethyl)Phenyl]Pyridin-2(1H)-One
821;Compound 19
822;Cyclizine
823;Metamfetamine
824;"5-(4-Morpholin-4-Yl-Phenylsulfanyl)-2,4-Quinazolinediamine"
825;Phenylbutazone
826;Tolfenamic Acid
827;Thenoyltrifluoroacetone
828;Phenylpropanolamine
829;Aniracetam
830;Edoxaban
831;2-(2-Methylphenyl)-1H-Indole-5-Carboximidamide
832;"6-[N-(1-Isopropyl-3,4-Dihydro-7-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine"
833;R450
834;Avapritinib
835;Butorphanol
836;Amylamine
837;1-{[1-(2-Amino-3-Phenyl-Propionyl)-Pyrrolidine-2-Carbonyl]-Amino}-2-(3-Cyano-Phenyl)-Ethaneboronic Acid
838;Lisocabtagene Maraleucel
839;Imc-1C11
840;N-(1-Isopropylpiperidin-4-Yl)-1-(3-Methoxybenzyl)-1H-Indole-2-Carboxamide
841;Clevidipine
842;N-(3-Carboxypropanoyl)-L-Phenylalanyl-3-Carboxy-O-(Carboxymethyl)-N-Pentyl-L-Tyrosinamide
843;Nicotine
844;Cilazapril
845;Fr239087
846;4-({4-[(4-Methoxypyridin-2-Yl)Amino]Piperidin-1-Yl}Carbonyl)Benzonitrile
847;N-Acetylhistamine
848;Trifarotene
849;Evolocumab
850;Insulin Argine
851;Ocriplasmin
852;Ritodrine
853;Vadimezan
854;Magnesium
855;Amg-208
856;L-Myo-Inositol-1-Phosphate
857;Ticlopidine
858;Deferiprone
859;Almotriptan
860;3'-Deoxy-3'-Aminothymidine Monophosphate
861;"2-(6-Chloro-3-{[2,2-Difluoro-2-(1-Oxido-2-Pyridinyl)Ethyl]Amino}-2-Oxo-1(2H)-Pyrazinyl)-N-[(2-Fluorophenyl)Methyl]Acetamide"
862;"[(3,7,11-Trimethyl-Dodeca-2,6,10-Trienyloxycarbamoyl)-Methyl]-Phosphonic Acid"
863;Dpb-T
864;"2-(Cyclohexylmethylamino)-4-(Phenylamino)Pyrazolo[1,5-A][1,3,5]Triazine-8-Carbonitrile"
865;Tolazoline
866;(1N)-4-N-Butoxyphenylsulfonyl-(2R)-N-Hydroxycarboxamido-(4S)-Methanesulfonylamino-Pyrrolidine
867;"6-(4-{[2-(3-Iodobenzyl)-3-Oxocyclohex-1-En-1-Yl]Amino}Phenyl)-5-Methyl-4,5-Dihydropyridazin-3(2H)-One"
868;"2,6-Dimethyl-4-[(E)-2-Phenylethenyl]Phenol"
869;(S)-N-(4-Carbamimidoylbenzyl)-1-(2-(Cyclohexylamino)Ethanoyl)Pyrrolidine-2-Carboxamide
870;Isosorbide Mononitrate
871;Prednylidene
872;Alizapride
873;5'-O-(L-Prolylsulfamoyl)Adenosine
874;Aspartame
875;Metocurine
876;3-(2-Aminoethyl)-4-(Aminomethyl)Heptanedioic Acid
877;3-(Prop-2-Ene-1-Sulfinyl)-Propene-1-Thiol
878;Amuvatinib
879;Myo-029
880;"2,3-Dimethoxy-12H-[1,3]Dioxolo[5,6]Indeno[1,2-C]Isoquinolin-6-Ium"
881;"(9S,10S)-9-(S-Glutathionyl)-10-Hydroxy-9,10-Dihydrophenanthrene"
882;Ame-527
883;Landiolol
884;Lucatumumab
885;Clorazepic Acid
886;N-Omega-Propyl-L-Arginine
887;Mdl-29951
888;4-(2-Aminoethyl)-2-Ethylphenol
889;(2S)-2-({6-[(3-Amino-5-Chlorophenyl)Amino]-9-Isopropyl-9H-Purin-2-Yl}Amino)-3-Methyl-1-Butanol
890;Clomifene
891;Zanubrutinib
892;"N1,N2-Ethylene-2-Methylamino-4,5,6,7-Tetrabromo-Benzimidazole"
893;Benralizumab
894;(2R)-2-({9-(1-Methylethyl)-6-[(4-Pyridin-2-Ylbenzyl)Amino]-9H-Purin-2-Yl}Amino)Butan-1-Ol
895;"N-(3,5-Dibromo-4-Hydroxyphenyl)Benzamide"
896;Halcinonide
897;Dienogest
898;"2-(Oxalyl-Amino)-4,7-Dihydro-5H-Thieno[2,3-C]Thiopyran-3-Carboxylic Acid"
899;Fg-9041
900;"9-Butyl-8-(3,4,5-Trimethoxybenzyl)-9H-Purin-6-Amine"
901;Kitasamycin
902;Inosine
903;Chlorprothixene
904;Human C1-Esterase Inhibitor
905;Lithium Citrate
1125;Besilesomab
906;1-[1-(3-Aminophenyl)-3-Tert-Butyl-1H-Pyrazol-5-Yl]-3-Phenylurea
907;Insulin Beef
908;Porphyrin Fe(Iii)
909;Leronlimab
910;Tetrachlorodecaoxide
911;Antrafenine
912;Ketoprofen
913;Mepivacaine
914;(2R)-2-({6-[Benzyl(Methyl)Amino]-9-Isopropyl-9H-Purin-2-Yl}Amino)Butan-1-Ol
915;"4-(1R,3As,4R,8As,8Br)-[1-Difluoromethyl-2-(4-Fluorobenzyl)-3-Oxodecahydropyrrolo[3,4-A]Pyrrolizin-4-Yl]Benzamidine"
916;(2R)-N-[(2R)-2-(Dihydroxyboryl)-1-L-Prolylpyrrolidin-2-Yl]-N-[(5R)-5-(Dihydroxyboryl)-1-L-Prolylpyrrolidin-2-Yl]-L-Prolinamide
917;Ganciclovir
918;Benzylamine
919;Human Thrombin
920;Lx1031
921;Urethane
922;"(2R,3R,4S)-3-(4-Hydroxyphenyl)-4-Methyl-2-[4-(2-Pyrrolidin-1-Ylethoxy)Phenyl]Chroman-6-Ol"
923;Propiomazine
924;Tetrabenazine
925;"2-Amino-4-(2,4-Dichlorophenyl)-N-Ethylthieno[2,3-D]Pyrimidine-6-Carboxamide"
926;Ellagic Acid
927;Kh064
928;Prednisolone
929;2-Hydroxyethyl Disulfide
930;4-Phosphonooxy-Phenyl-Methyl-[4-Phosphonooxy]Benzen
931;(2R)-3-{[(Benzylamino)Carbonyl]Amino}-2-Hydroxypropanoic Acid
932;"5-[5,6-Bis(Methyloxy)-1H-Benzimidazol-1-Yl]-3-{[1-(2-Chlorophenyl)Ethyl]Oxy}-2-Thiophenecarboxamide"
933;Octyl 3-Deoxy-2-O-(6-Deoxy-Alpha-L-Galactopyranosyl)-Beta-D-Xylo-Hexopyranoside
934;(S)-Indapamide
935;Technetium Tc-99M Oxidronate
936;Acenocoumarol
937;(R)-1-Para-Nitro-Phenyl-2-Azido-Ethanol
938;Cyc116
939;"Hydroxy(Oxo)(3-{[(2Z)-4-[3-(1H-1,2,4-Triazol-1-Ylmethyl)Phenyl]Pyrimidin-2(5H)-Ylidene]Amino}Phenyl)Ammonium"
940;Gliquidone
941;Sunitinib
942;"1-Methyl-8-(Phenylamino)-4,5-Dihydro-1H-Pyrazolo[4,3-H]Quinazoline-3-Carboxylic Acid"
943;"4-[5-(Trans-4-Aminocyclohexylamino)-3-Isopropylpyrazolo[1,5-A]Pyrimidin-7-Ylamino]-N,N-Dimethylbenzenesulfonamide"
944;Estazolam
945;Candoxatrilat
946;Paramethasone
947;Pemigatinib
948;"(2R)-1-[4-({4-[(2,5-Dichlorophenyl)Amino]-2-Pyrimidinyl}Amino)Phenoxy]-3-(Dimethylamino)-2-Propanol"
949;2-[2-(2-Cyclohexyl-2-Guanidino-Acetylamino)-Acetylamino]-N-(3-Mercapto-Propyl)-Propionamide
950;"(3Ar,6R,6As)-6-((S)-((S)-Cyclohex-2-Enyl)(Hydroxy)Methyl)-6A-Methyl-4-Oxo-Hexahydro-2H-Furo[3,2-C]Pyrrole-6-Carbaldehyde"
951;(2S)-2-Ethoxy-3-{4-[2-(10H-Phenoxazin-10-Yl)Ethoxy]Phenyl}Propanoic Acid
952;Annamycin
953;Azd 3355
954;Loratadine
955;Methohexital
956;Nitrofurantoin
957;"4-(5,11-Dioxo-5H-Indeno[1,2-C]Isoquinolin-6(11H)-Yl)Butanoate"
958;Crofelemer
959;Tbc-3711
960;Chlorpropamide
961;Vildagliptin
962;Tezacitabine
963;"3-{[(2,2-Dioxido-1,3-Dihydro-2-Benzothien-5-Yl)Amino]Methylene}-5-(1,3-Oxazol-5-Yl)-1,3-Dihydro-2H-Indol-2-One"
964;N-[4-(Aminosulfonyl)Phenyl]-2-Mercaptobenzamide
965;Phthalic Acid
966;N-Isobutyl-N-[4-Methoxyphenylsulfonyl]Glycyl Hydroxamic Acid
967;Dimethylcurcumin
968;(R)-3-Bromo-2-Hydroxy-2-Methyl-N-[4-Nitro-3-(Trifluoromethyl)Phenyl]Propanamide
969;"N~4~-(3-Methyl-1H-Indazol-6-Yl)-N~2~-(3,4,5-Trimethoxyphenyl)Pyrimidine-2,4-Diamine"
970;(R)-Warfarin
971;Anti-Inhibitor Coagulant Complex
972;"4-[4-(4-Methoxyphenyl)-5-Methyl-1H-Pyrazol-3-Yl]Benzene-1,3-Diol"
973;Balanol Analog 1
974;Thiotepa
975;"1-[2-Deoxyribofuranosyl]-2,4-Difluoro-5-Methyl-Benzene-5'Monophosphate"
976;Ph-284
977;Ubenimex
978;"1-[(4S)-4-Amino-5-(1,3-Benzothiazol-2-Yl)-5-Oxopentyl]Guanidine"
979;Elacestrant
980;Profenamine
981;E5531
982;Creatine
983;Belzutifan
984;Indirubin-3'-Monoxime
985;Lenvatinib
986;Carbenoxolone
987;4-Iodobenzo[B]Thiophene-2-Carboxamidine
988;4-(4-Chlorophenyl)Imidazole
989;2-Chloro-5-[(1S)-1-Hydroxy-3-Oxo-2H-Isoindol-1-Yl]Benzenesulfonamide
990;Eflornithine
991;Bafilomycin A1
992;Aspartic Acid
993;Cinchocaine
994;Dronabinol
995;4-Methylimidazole
996;Cefradine
997;1-[4-(Hydroxymethyl)Phenyl]Guanidine
998;Eniluracil
999;"N-{[(2S,3S)-3-(Ethoxycarbonyl)Oxiran-2-Yl]Carbonyl}-L-Isoleucyl-L-Alanine"
1000;"N-[3-[(1-Aminoethyl)(Hydroxy)Phosphoryl]-2-(1,1'-Biphenyl-4-Ylmethyl)Propanoyl]Alanine"
1001;Nicorandil
1002;"3-{[4-([Amino(Imino)Methyl]Aminosulfonyl)Anilino]Methylene}-2-Oxo-2,3-Dihydro-1H-Indole"
1003;N-[4-Methyl-3-[[4-(3-Pyridinyl)-2-Pyrimidinyl]Amino]Phenyl]-3-Pyridinecarboxamide
1004;Cefacetrile
1005;1-Decyl-3-Trifluoro Ethyl-Sn-Glycero-2-Phosphomethanol
1006;Chlormerodrin
1007;Indalpine
1008;Heptyl 1-Thiohexopyranoside
1009;He3286
1010;Forasartan
1011;Nivolumab
1012;Chloramphenicol Succinate
1013;Aprinocarsen
1014;Amifostine
1015;Nitroglycerin
1016;"(2S,3S)-3-Formyl-2-({[(4-Nitrophenyl)Sulfonyl]Amino}Methyl)Pentanoic Acid"
1017;Ru78783
1018;Sgx-523
1019;Phenyl[1-(N-Succinylamino)Pentyl]Phosphonate
1020;Nm-702
1021;Enfortumab Vedotin
1022;2-Deoxy-2-Fluoro-Alpha-D-Mannosyl Fluoride
1023;N-Butyl-3-{[6-(9H-Purin-6-Ylamino)Hexanoyl]Amino}Benzamide
1024;"Pyrimidine-4,6-Dicarboxylic Acid Bis-[(Pyridin-3-Ylmethyl)-Amide]"
1025;Protirelin
1026;"2-[3-(5-Mercapto-[1,3,4]Thiadiazol-2Yl)-Ureido]-N-Methyl-3-Pentafluorophenyl-Propionamide"
1027;"3-Amino-3-Benzyl-9-Carboxamide[4.3.0]Bicyclo-1,6-Diazanonan-2-One"
1028;"6-Bromo-13-Thia-2,4,8,12,19-Pentaazatricyclo[12.3.1.1~3,7~]Nonadeca-1(18),3(19),4,6,14,16-Hexaene 13,13-Dioxide"
1029;Rimexolone
1030;Mk-0731
1031;Methaqualone
1032;Cyclosporine
1033;"3-({4-[(5-Chloro-1,3-Benzodioxol-4-Yl)Amino]Pyrimidin-2-Yl}Amino)Benzenesulfonamide"
1034;Naphazoline
1035;Cyanocobalamin
1036;"1-Benzyl-4-[(5,6-Dimethoxy-1-Indanon-2-Yl)Methyl]Piperidine"
1037;Bardoxolone
1038;Esmolol
1039;Cr002
1040;Timolol
1041;5-Chloro-N-[(3R)-1-(2-{[2-Fluoro-4-(2-Oxopyridin-1(2H)-Yl)Phenyl]Amino}-2-Oxoethyl)Pyrrolidin-3-Yl]Thiophene-2-Carboxamide
1042;Clavulanic Acid
1043;Monofluorophosphate Ion
1044;Dacetuzumab
1045;Asunaprevir
1046;Pefloxacin
1047;"9-(5,5-Difluoro-5-Phosphonopentyl)Guanine"
