drugcategory;category_detail
58;"['Agents Causing Muscle Toxicity', 'Alimentary Tract And Metabolism', 'Amides', 'Anticholesteremic Agents', 'Bcrp/Abcg2 Substrates', 'Benzene Derivatives', 'Bsep/Abcb11 Substrates', 'Cytochrome P-450 Cyp2C9 Substrates', 'Cytochrome P-450 Cyp3A Inhibitors', 'Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Cyp3A4 Substrates', 'Cytochrome P-450 Cyp3A4 Substrates (Strength Unknown)', 'Cytochrome P-450 Cyp3A5 Inhibitors', 'Cytochrome P-450 Cyp3A5 Substrates', 'Cytochrome P-450 Enzyme Inhibitors', 'Cytochrome P-450 Substrates', 'Drugs Used In Diabetes', 'Enzyme Inhibitors', 'Fluorobenzenes', 'Genito Urinary System And Sex Hormones', 'Gynecological Antiinfectives And Antiseptics', 'Hydrocarbons, Fluorinated', 'Hydrocarbons, Halogenated', 'Hydroxymethylglutaryl-Coa Reductase Inhibitors', 'Hypolipidemic Agents', 'Hypolipidemic Agents Indicated For Hyperlipidemia', 'Lipid Modifying Agents', 'Lipid Modifying Agents, Plain', 'Lipid Regulating Agents', 'Noxae', 'Oat3/Slc22A8 Inhibitors', 'Oat3/Slc22A8 Substrates', 'Oatp1B1/Slco1B1 Inhibitors', 'Oatp1B1/Slco1B1 Substrates', 'Pyrimidines', 'Sulfonamides', 'Sulfones', 'Sulfur Compounds', 'Toxic Actions']"
59;"['Alkaloids', 'Antitussive Agents', 'Central Nervous System Agents', 'Cough And Cold Preparations', 'Cytochrome P-450 Cyp2C9 Inhibitors', 'Cytochrome P-450 Cyp2C9 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Cyp3A Inhibitors', 'Cytochrome P-450 Cyp3A4 Inhibitors', 'Cytochrome P-450 Cyp3A4 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Enzyme Inhibitors', 'Heterocyclic Compounds, Fused-Ring', 'Isoquinolines', 'Opiate Alkaloids', 'Opium Alkaloids And Derivatives', 'Respiratory System Agents']"
205;"['Amino Acids, Peptides, And Proteins', 'Antibodies', 'Antineoplastic Agents', 'Antineoplastic Agents, Immunological', 'Blood Proteins', 'Globulins', 'Immunoglobulins', 'Immunoproteins', 'Noxae', 'Proteins', 'Serum Globulins', 'Toxic Actions']"
222;"['Alimentary Tract And Metabolism', 'Antipsoriatics', 'Antipsoriatics For Topical Use', 'Bone Density Conservation Agents', 'Calcium-Regulating Hormones And Agents', 'Cholestanes', 'Cholestenes', 'Cytochrome P-450 Cyp3A Inducers', 'Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Cyp3A4 Inducers', 'Cytochrome P-450 Cyp3A4 Inducers (Strength Unknown)', 'Cytochrome P-450 Cyp3A4 Substrates', 'Cytochrome P-450 Enzyme Inducers', 'Cytochrome P-450 Substrates', 'Diet, Food, And Nutrition', 'Food', 'Fused-Ring Compounds', 'Growth Substances', 'Lipids', 'Membrane Lipids', 'Membrane Transport Modulators', 'Micronutrients', 'Misc. Skin And Mucous Membrane Agents', 'Physiological Phenomena', 'Secosteroids', 'Steroids', 'Sterols', 'Vitamin D And Analogues', 'Vitamins', 'Vitamins (Fat Soluble)']"
61;"['Antidepressive Agents', 'Central Nervous System Agents', 'Central Nervous System Depressants', 'Cytochrome P-450 Cyp3A Inhibitors', 'Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Cyp3A4 Inhibitors', 'Cytochrome P-450 Cyp3A4 Inhibitors (Moderate)', 'Cytochrome P-450 Cyp3A4 Substrates', 'Cytochrome P-450 Enzyme Inhibitors', 'Cytochrome P-450 Substrates', 'Hypoglycemia-Associated Agents', 'Membrane Transport Modulators', 'Neurotransmitter Agents', 'Neurotransmitter Uptake Inhibitors', 'Psychotropic Drugs', 'Selective Serotonin Reuptake Inhibitors', 'Serotonergic Drugs Shown To Increase Risk Of Serotonin Syndrome', 'Serotonin Agents', 'Serotonin Modulators']"
62;"['Cycloparaffins', 'Enzyme Inhibitors', 'Immunologic Factors', 'Receptors, Sigma, Antagonists & Inhibitors']"
63;"['Adrenal Cortex Hormones', 'Combination Contraceptives (With Estrogen And Derivatives)', 'Contraceptive Agents, Female', 'Contraceptives, Oral', 'Contraceptives, Oral, Synthetic', 'Cytochrome P-450 Cyp2C9 Substrates', 'Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Cyp3A4 Substrates', 'Cytochrome P-450 Enzyme Inhibitors', 'Cytochrome P-450 Substrates', 'Fused-Ring Compounds', 'Genito Urinary System And Sex Hormones', 'Hormonal Contraceptives For Systemic Use', 'Hormones', 'Hormones, Hormone Substitutes, And Hormone Antagonists', 'Hyperglycemia-Associated Agents', 'Norpregnanes', 'Norpregnenes', 'Norsteroids', 'Progestin Contraceptives', 'Progestins', 'Progestogens And Estrogens, Sequential Preparations', 'Reproductive Control Agents', 'Sex Hormones And Modulators Of The Genital System', 'Steroids', 'Ugt1A1 Inducers']"
64;"['Acetates', 'Acids, Acyclic', 'Amides', 'Antineoplastic Agents', 'Cytochrome P-450 Cyp1A2 Inhibitors', 'Cytochrome P-450 Cyp1A2 Inhibitors (Weak)', 'Cytochrome P-450 Cyp2B6 Inhibitors', 'Cytochrome P-450 Cyp2B6 Inhibitors (Weak)', 'Cytochrome P-450 Cyp2C19 Inhibitors', 'Cytochrome P-450 Cyp2C19 Inhibitors (Weak)', 'Cytochrome P-450 Cyp2C8 Inhibitors', 'Cytochrome P-450 Cyp2C8 Inhibitors (Weak)', 'Cytochrome P-450 Cyp2C8 Substrates', 'Cytochrome P-450 Cyp2C9 Inhibitors', 'Cytochrome P-450 Cyp2C9 Inhibitors (Weak)', 'Cytochrome P-450 Cyp2D6 Inhibitors', 'Cytochrome P-450 Cyp2D6 Inhibitors (Weak)', 'Cytochrome P-450 Cyp3A Inhibitors', 'Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Cyp3A4 Inhibitors', 'Cytochrome P-450 Cyp3A4 Inhibitors (Weak)', 'Cytochrome P-450 Cyp3A4 Substrates', 'Cytochrome P-450 Enzyme Inhibitors', 'Cytochrome P-450 Substrates', 'Fatty Acids', 'Fatty Acids, Volatile', 'Keratosis, Actinic, Drug Therapy', 'Kinase Inhibitor', 'Lipids', 'Mate 1 Inhibitors', 'Mate 2 Inhibitors', 'Mate Inhibitors', 'Oatp1B1/Slco1B1 Inhibitors', 'Oatp1B3 Inhibitors', 'Oct1 Inhibitors', 'Oct2 Inhibitors', 'Tubulin Inhibiting Agent', 'Tyrosine Kinase Inhibitors']"
65;"['Benzene Derivatives', 'Benzylidene Compounds', 'Cytochrome P-450 Cyp2B6 Substrates', 'Cytochrome P-450 Cyp2C19 Substrates', 'Cytochrome P-450 Cyp2C9 Substrates', 'Cytochrome P-450 Cyp2D6 Inhibitors', 'Cytochrome P-450 Cyp2D6 Inhibitors (Weak)', 'Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Cyp3A4 Substrates', 'Cytochrome P-450 Enzyme Inhibitors', 'Cytochrome P-450 Substrates', 'Estrogen Agonist/Antagonist', 'Genito Urinary System And Sex Hormones', 'Selective Estrogen Receptor Modulators', 'Sex Hormones And Modulators Of The Genital System', 'Stilbenes']"
66;"['Amino Acids, Peptides, And Proteins', 'Analgesics', 'Antibodies', 'Antibodies, Monoclonal', 'Blood Proteins', 'Central Nervous System Agents', 'Globulins', 'Immunoglobulins', 'Immunoproteins', 'Peripheral Nervous System Agents', 'Proteins', 'Receptor, Nerve Growth Factor, Antagonists & Inhibitors', 'Sensory System Agents', 'Serum Globulins']"
67;"['Acids, Carbocyclic', 'Amides', 'Antidepressive Agents', 'Benzene Derivatives', 'Benzoates', 'Central Nervous System Depressants', 'Receptors, Neurokinin-2, Antagonists & Inhibitors']"
68;"['Adrenergics For Systemic Use', 'Amines', 'Aniline Compounds', 'Cough And Cold Preparations', 'Cyclohexanes', 'Cyclohexylamines', 'Cycloparaffins', 'Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Cyp3A4 Substrates', 'Cytochrome P-450 Substrates', 'Drugs For Obstructive Airway Diseases', 'Expectorants', 'Respiratory System Agents', 'Selective Beta 2-Adrenergic Agonists']"
69;"['Amines', 'Anti-Infective Agents', 'Antifungal Agents', 'Antifungals For Dermatological Use', 'Antifungals For Topical Use', 'Benzene Derivatives', 'Benzyl Compounds', 'Benzylamine Antifungal', 'Benzylamines', 'Dermatologicals']"
70;"['Anti-Hiv Agents', 'Anti-Infective Agents', 'Anti-Retroviral Agents', 'Antiinfectives For Systemic Use', 'Antiviral Agents', 'Antivirals For Systemic Use', 'Bcrp/Abcg2 Inhibitors', 'Bsep/Abcb11 Substrates', 'Cytochrome P-450 Cyp2B6 Inhibitors', 'Cytochrome P-450 Cyp2B6 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Cyp2C19 Inducers', 'Cytochrome P-450 Cyp2C19 Inducers (Strength Unknown)', 'Cytochrome P-450 Cyp2C19 Substrates', 'Cytochrome P-450 Cyp2C9 Inducers', 'Cytochrome P-450 Cyp2C9 Inducers (Strength Unknown)', 'Cytochrome P-450 Cyp2D6 Inhibitors', 'Cytochrome P-450 Cyp2D6 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Cyp3A Inhibitors', 'Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Cyp3A4 Inhibitors', 'Cytochrome P-450 Cyp3A4 Inhibitors (Strong)', 'Cytochrome P-450 Cyp3A4 Substrates', 'Cytochrome P-450 Cyp3A5 Inhibitors', 'Cytochrome P-450 Cyp3A5 Inhibitors (Strong)', 'Cytochrome P-450 Cyp3A7 Inhibitors', 'Cytochrome P-450 Cyp3A7 Inhibitors (Strong)', 'Cytochrome P-450 Enzyme Inducers', 'Cytochrome P-450 Enzyme Inhibitors', 'Cytochrome P-450 Substrates', 'Direct Acting Antivirals', 'Enzyme Inhibitors', 'Heterocyclic Compounds, Fused-Ring', 'Hiv Protease Inhibitors', 'Hyperglycemia-Associated Agents', 'Isoquinolines', 'Oatp1B1/Slco1B1 Inhibitors', 'Oatp1B3 Inhibitors', 'Oct1 Inhibitors', 'Organic Anion Transporting Polypeptide 2B1 Inhibitors', 'P-Glycoprotein Inducers', 'P-Glycoprotein Inhibitors', 'P-Glycoprotein Substrates', 'Potential Qtc-Prolonging Agents', 'Protease Inhibitors', 'Qtc Prolonging Agents', 'Ugt1A1 Inducers']"
71;"['Agents Causing Hyperkalemia', 'Antiarrhythmic Agents', 'Anticonvulsants', 'Antimigraine Agents, Miscellaneous', 'Antivertigo Preparations', 'Bradycardia-Causing Agents', 'Calcium Channel Blockers', 'Calcium-Regulating Hormones And Agents', 'Cardiovascular Agents', 'Central Nervous System Agents', 'Central Nervous System Depressants', 'Cytochrome P-450 Cyp1A2 Substrates', 'Cytochrome P-450 Cyp2A6 Substrates', 'Cytochrome P-450 Cyp2C9 Substrates', 'Cytochrome P-450 Cyp2D6 Substrates', 'Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Cyp3A4 Substrates', 'Cytochrome P-450 Substrates', 'Histamine Agents', 'Histamine Antagonists', 'Histamine H1 Antagonists', 'Membrane Transport Modulators', 'Nervous System', 'Neurotransmitter Agents', 'Piperazine Derivatives', 'Piperazines', 'Vasodilating Agents']"
72;"['Amino Acids, Peptides, And Proteins', 'Antibiotics, Antineoplastic', 'Antineoplastic Agents', 'Antineoplastic And Immunomodulating Agents', 'Bile Salt Export Pump Inhibitors', 'Bsep/Abcb11 Inhibitors', 'Cytochrome P-450 Cyp2B6 Substrates', 'Cytochrome P-450 Cyp2B6 Substrates With A Narrow Therapeutic Index', 'Cytochrome P-450 Cyp2C19 Substrates', 'Cytochrome P-450 Cyp2C19 Substrates With A Narrow Therapeutic Index', 'Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Cyp3A4 Substrates', 'Cytochrome P-450 Cyp3A4 Substrates With A Narrow Therapeutic Index', 'Cytochrome P-450 Cyp3A5 Substrates', 'Cytochrome P-450 Cyp3A5 Substrates With A Narrow Therapeutic Index', 'Cytochrome P-450 Substrates', 'Highest Risk Qtc-Prolonging Agents', 'Histone Deacetylase Inhibitors', 'Narrow Therapeutic Index Drugs', 'Oat1/Slc22A6 Inhibitors', 'Oatp1B1/Slco1B1 Inhibitors', 'Oatp1B3 Inhibitors', 'Oatp1B3 Substrates', 'Oct2 Inhibitors', 'Organic Anion Transporter 1 Inhibitors', 'Organic Anion Transporting Polypeptide 1B1 Inhibitors', 'Organic Anion Transporting Polypeptide 1B3 Inhibitors', 'P-Glycoprotein Substrates', 'P-Glycoprotein Substrates With A Narrow Therapeutic Index', 'Peptides', 'Peptides, Cyclic', 'Qtc Prolonging Agents']"
73;"['Alimentary Tract And Metabolism', 'Biological Products', 'Complex Mixtures', 'Contact Laxatives', 'Drugs For Constipation', 'Fats', 'Fats, Unsaturated', 'Gastrointestinal Agents', 'Laxatives', 'Lipids', 'Oils', 'Plant Oils', 'Plant Preparations']"
74;"['Amino Acids, Peptides, And Proteins', 'Chorionic Gonadotropin', 'Genito Urinary System And Sex Hormones', 'Gonadotropins', 'Gonadotropins And Antigonadotropins', 'Hormones', 'Hormones, Hormone Substitutes, And Hormone Antagonists', 'Peptide Hormones', 'Peptides', 'Placental Hormones', 'Pregnancy Proteins', 'Proteins', 'Reproductive Control Agents', 'Sex Hormones And Modulators Of The Genital System']"
90;"['Acids, Acyclic', 'Amides', 'Antineoplastic Agents', 'Antineoplastic And Immunomodulating Agents', 'Cytochrome P-450 Cyp2C19 Substrates', 'Cytochrome P-450 Cyp2D6 Substrates', 'Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Cyp3A4 Substrates', 'Cytochrome P-450 Substrates', 'Kinase Inhibitor', 'Moderate Risk Qtc-Prolonging Agents', 'Protein Kinase Inhibitors', 'Qtc Prolonging Agents', 'Sulfones', 'Sulfur Compounds']"
91;"['Acid Reducers', 'Anti-Ulcer Agents', 'Gastric Acid Lowering Agents', 'Gastrointestinal Agents', 'Histamine Agents', 'Histamine Antagonists', 'Histamine H2 Antagonists', 'Neurotransmitter Agents', 'Sulfur Compounds', 'Thiourea']"
92;"['Anti-Dyskinesia Agents', 'Anti-Parkinson Drugs', 'Aromatic L-Amino Acid Decarboxylase Inhibitors', 'Central Nervous System Agents', 'Dopamine Agents', 'Drugs That Are Mainly Renally Excreted', 'Enzyme Inhibitors', 'Hydrazines', 'Neurotransmitter Agents']"
93;"['Biological Products', 'Complex Mixtures', 'Lipids', 'Oatp1B1/Slco1B1 Substrates', 'Oatp1B3 Substrates', 'Oils', 'Pharmaceutical Preparations', 'Plant Preparations', 'Terpenes']"
94;"['Adjuvants, Immunologic', 'Alkenes', 'Anti-Infective Agents', 'Arsenicals', 'Compounds Used In A Research, Industrial, Or Household Setting', 'Hydrocarbons, Acyclic', 'Immunologic Factors', 'Organometallic Compounds', 'Protective Agents', 'Radiation-Protective Agents', 'Tellurium']"
95;"['Agents Causing Hyperkalemia', 'Antiarrhythmic Agents', 'Antineoplastic Agents', 'Bradycardia-Causing Agents', 'Calcium Channel Blockers', 'Calcium-Regulating Hormones And Agents', 'Cardiovascular Agents', 'Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Cyp3A4 Substrates', 'Cytochrome P-450 Substrates', 'Membrane Transport Modulators']"
96;"['Agents That Produce Hypertension', 'Anesthetics', 'Anesthetics, General', 'Anesthetics, Inhalation', 'Antiplatelet Agents', 'Central Nervous System Agents', 'Central Nervous System Depressants', 'Cytochrome P-450 Cyp2A6 Substrates', 'Cytochrome P-450 Cyp2B6 Substrates', 'Cytochrome P-450 Cyp2E1 Substrates', 'Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Cyp3A4 Substrates', 'Cytochrome P-450 Substrates', 'Ethers', 'Hematologic Agents', 'Hydrocarbons, Fluorinated', 'Hydrocarbons, Halogenated', 'Hypotensive Agents', 'Methyl Ethers', 'Nervous System', 'Potential Qtc-Prolonging Agents', 'Qtc Prolonging Agents']"
97;"['Pyrimidines', 'Pyrimidinones']"
98;"['Alkaloids', 'Chemically-Induced Disorders', 'Cytochrome P-450 Cyp1A2 Inhibitors', 'Cytochrome P-450 Cyp1A2 Inhibitors (Strong)', 'Cytochrome P-450 Enzyme Inhibitors', 'Enzyme Inhibitors', 'Heterocyclic Compounds, Fused-Ring', 'Purines', 'Purinones', 'Xanthine Derivatives']"
99;"['Antineoplastic Agents', 'Heterocyclic Compounds, Fused-Ring', 'Histone Deacetylase Inhibitors', 'Moderate Risk Qtc-Prolonging Agents', 'Qtc Prolonging Agents']"
100;"['Amino Acids, Peptides, And Proteins', 'Analgesics', 'Antibodies', 'Antibodies, Monoclonal', 'Antibodies, Monoclonal, Humanized', 'Antimigraine Preparations', 'Blood Proteins', 'Calcitonin Gene-Related Peptide (Cgrp) Antagonists', 'Calcitonin Gene-Related Peptide Receptor Antagonists', 'Central Nervous System Agents', 'Globulins', 'Immunoglobulins', 'Immunoproteins', 'Nervous System', 'Peripheral Nervous System Agents', 'Proteins', 'Sensory System Agents', 'Serum Globulins']"
101;"['Amino Acids, Peptides, And Proteins', 'Antibodies', 'Antibodies, Monoclonal', 'Antineoplastic Agents', 'Antineoplastic Agents, Immunological', 'Antineoplastic And Immunomodulating Agents', 'Blood Proteins', 'Cancer Immunotherapy', 'Epidermal Growth Factor Receptor Antagonist', 'Erbb Receptors, Antagonists & Inhibitors', 'Globulins', 'Her1 Antagonists', 'Immunoglobulins', 'Immunoproteins', 'Immunotherapy', 'Narrow Therapeutic Index Drugs', 'Proteins', 'Serum Globulins']"
102;"['Antisense Oligonucleotides', 'Carbohydrates', 'Glycosides', 'Heterocyclic Compounds, Fused-Ring', 'Nucleic Acids, Nucleotides, And Nucleosides', 'Nucleotides', 'Pyrans', 'Sulfur Compounds']"
215;"['Fatty Acids', 'Lipids', 'Palmitic Acids', 'Sulfur Compounds']"
216;"['Amines', 'Antineoplastic Agents', 'Enzyme Inhibitors', 'Erbb Receptors, Antagonists & Inhibitors', 'Heterocyclic Compounds, Fused-Ring', 'Protein Kinase Inhibitors', 'Quinolines']"
75;"['Agents Causing Hyperkalemia', 'Agents That Produce Hypertension', 'Analgesics', 'Analgesics, Non-Narcotic', 'Anti-Inflammatory Agents', 'Anti-Inflammatory Agents, Non-Steroidal', 'Antiinflammatory And Antirheumatic Products', 'Antiinflammatory And Antirheumatic Products, Non-Steroids', 'Antirheumatic Agents', 'Central Nervous System Agents', 'Cox-2 Inhibitors', 'Cyclooxygenase Inhibitors', 'Cytochrome P-450 Cyp1A2 Substrates', 'Cytochrome P-450 Cyp2C19 Inhibitors', 'Cytochrome P-450 Cyp2C19 Inhibitors (Weak)', 'Cytochrome P-450 Cyp2C9 Inhibitors', 'Cytochrome P-450 Cyp2C9 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Cyp2C9 Substrates', 'Cytochrome P-450 Cyp2D6 Inhibitors', 'Cytochrome P-450 Cyp2D6 Inhibitors (Weak)', 'Cytochrome P-450 Cyp2E1 Inhibitors', 'Cytochrome P-450 Cyp2E1 Inhibitors (Weak)', 'Cytochrome P-450 Cyp3A Inhibitors', 'Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Cyp3A4 Inhibitors', 'Cytochrome P-450 Cyp3A4 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Cyp3A4 Substrates', 'Cytochrome P-450 Enzyme Inhibitors', 'Cytochrome P-450 Substrates', 'Enzyme Inhibitors', 'Musculo-Skeletal System', 'Nephrotoxic Agents', 'Peripheral Nervous System Agents', 'Pyridines', 'Selective Cyclooxygenase 2 Inhibitors (Nsaids)', 'Sensory System Agents', 'Sulfones', 'Sulfur Compounds']"
76;"['Antigout Preparations', 'Antiplatelet Agents', 'Bsep/Abcb11 Substrates', 'Cytochrome P-450 Cyp2B6 Inducers', 'Cytochrome P-450 Cyp2B6 Inducers (Strength Unknown)', 'Cytochrome P-450 Cyp2C8 Inhibitors', 'Cytochrome P-450 Cyp2C8 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Cyp2C9 Inhibitors', 'Cytochrome P-450 Cyp2C9 Inhibitors (Moderate)', 'Cytochrome P-450 Cyp3A Inducers', 'Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Cyp3A4 Inducers', 'Cytochrome P-450 Cyp3A4 Inducers (Strength Unknown)', 'Cytochrome P-450 Cyp3A4 Substrates', 'Cytochrome P-450 Enzyme Inducers', 'Cytochrome P-450 Enzyme Inhibitors', 'Cytochrome P-450 Substrates', 'Musculo-Skeletal System', 'Preparations Increasing Uric Acid Excretion', 'Pyrazoles', 'Pyrazolones', 'Renal Agents', 'Uricosuric Agents']"
77;"['Enzyme Inhibitors', 'Fatty Acids', 'Lipids', 'Palmitic Acids']"
78;"['Amines', 'Cytochrome P-450 Cyp2B6 Inducers', 'Cytochrome P-450 Cyp2B6 Inducers (Strength Unknown)', 'Cytochrome P-450 Cyp2C19 Inducers', 'Cytochrome P-450 Cyp2C19 Inducers (Strength Unknown)', 'Cytochrome P-450 Cyp2C8 Inducers', 'Cytochrome P-450 Cyp2C8 Inducers (Strength Unknown)', 'Cytochrome P-450 Cyp2C8 Inhibitors', 'Cytochrome P-450 Cyp2C8 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Cyp2C9 Inducers', 'Cytochrome P-450 Cyp2C9 Inducers (Strength Unknown)', 'Cytochrome P-450 Cyp2C9 Inhibitors', 'Cytochrome P-450 Cyp2C9 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Cyp3A Inducers', 'Cytochrome P-450 Cyp3A Inducers (Strong)', 'Cytochrome P-450 Cyp3A4 Inducers', 'Cytochrome P-450 Cyp3A4 Inducers (Strong)', 'Cytochrome P-450 Enzyme Inducers', 'Cytochrome P-450 Enzyme Inhibitors', 'Dioxoles', 'Heterocyclic Compounds, Fused-Ring', 'P-Glycoprotein Inducers', 'P-Glycoprotein Inhibitors', 'Pyridines']"
79;"['Antimetabolites', 'Antineoplastic Agents', 'Antineoplastic And Immunomodulating Agents', 'Carbohydrates', 'Glycosides', 'Immunosuppressive Agents', 'Myelosuppressive Agents', 'Narrow Therapeutic Index Drugs', 'Nucleic Acid Synthesis Inhibitors', 'Nucleic Acids, Nucleotides, And Nucleosides', 'Nucleoside Metabolic Inhibitor', 'Nucleosides', 'Purine Analogues']"
80;"['Excitatory Amino Acid Agents', 'Excitatory Amino Acid Antagonists', 'Heterocyclic Compounds, Fused-Ring', 'Hydroxyquinolines', 'Neurotransmitter Agents', 'Quinolines', 'Xanthurenates']"
81;"['Agents Producing Tachycardia', 'Aminoalkyl Ethers', 'Anticholinergic Agents', 'Antiemetics', 'Antihistamines For Systemic Use', 'Autonomic Agents', 'Central Nervous System Agents', 'Central Nervous System Depressants', 'Ethanolamine Derivatives', 'Gastrointestinal Agents', 'Histamine Agents', 'Histamine Antagonists', 'Histamine H1 Antagonists', 'Histamine Receptor Antagonists', 'Muscarinic Antagonists', 'Neurotransmitter Agents', 'Peripheral Nervous System Agents', 'Potential Qtc-Prolonging Agents', 'Pyridines', 'Qtc Prolonging Agents']"
82;"['Antihistamines For Systemic Use', 'Antipruritics', 'Antipsychotic Agents', 'Central Nervous System Depressants', 'Dermatologicals', 'Heterocyclic Compounds, Fused-Ring', 'Histamine Agents', 'Histamine Antagonists', 'Histamine H1 Antagonists', 'Neurotoxic Agents', 'Neurotransmitter Agents', 'Phenothiazine Derivatives', 'Phenothiazines', 'Potential Qtc-Prolonging Agents', 'Qtc Prolonging Agents', 'Sulfur Compounds']"
