model;drug_bankID;uniprot_ID;atc_codes;pubmed_ids;interaction_type;known_action;actions;ChEMBL
drug.Drug_Protein;DB00075;P04234;['L04AA02'];2503348|8861551;target;yes;;CHEMBL1201608
drug.Drug_Protein;DB00075;P07766;['L04AA02'];17139284|17016423|11752352;target;yes;binder;CHEMBL1201608
drug.Drug_Protein;DB00075;P09693;['L04AA02'];2503348|8861551;target;yes;;CHEMBL1201608
drug.Drug_Protein;DB00075;P20963;['L04AA02'];2503348|8861551;target;yes;;CHEMBL1201608
drug.Drug_Protein;DB00075;O75015;['L04AA02'];10851527|10851498;target;unknown;;CHEMBL1201608
drug.Drug_Protein;DB00078;P11836;['V10XX02'];10541376|11418316|11879282|12011122|15045033|11752352|20113680;target;yes;antibody;None
drug.Drug_Protein;DB00080;P02768;['J01XX09'];1667253|28142234|32565355;carrier;no;binder;CHEMBL387675
drug.Drug_Protein;DB00080;P02763;['J01XX09'];1667253|28142234|32565355;carrier;no;binder;CHEMBL387675
drug.Drug_Protein;DB00080;P01009;['J01XX09'];28142234;carrier;no;binder;CHEMBL387675
drug.Drug_Protein;DB00080;P01130;['J01XX09'];28142234;carrier;no;binder;CHEMBL387675
drug.Drug_Protein;DB00080;P04278;['J01XX09'];28142234;carrier;no;binder;CHEMBL387675
drug.Drug_Protein;DB00080;P02790;['J01XX09'];28142234;carrier;no;binder;CHEMBL387675
drug.Drug_Protein;DB00080;P08183;['J01XX09'];17548493|25239468;transporter;no;substrate;CHEMBL387675
drug.Drug_Protein;DB00081;P11836;['V10XA53'];11418316|11879282|12899647|14748653|15023434|11752352|13129395;target;yes;antibody;CHEMBL1201604
drug.Drug_Protein;DB00081;P31994;['V10XA53'];17768100|25568316;target;unknown;;CHEMBL1201604
drug.Drug_Protein;DB00082;P10912;['H01AX01'];19820031|17322491|11752352|20595800;target;yes;antagonist;CHEMBL1201515
drug.Drug_Protein;DB00082;Q02318;['H01AX01'];12597773;enzyme;unknown;inducer;CHEMBL1201515
drug.Drug_Protein;DB00082;P15104;['H01AX01'];1970314;enzyme;unknown;inhibitor;CHEMBL1201515
drug.Drug_Protein;DB00082;P08684;['H01AX01'];9661620|16291874;enzyme;unknown;inducer;CHEMBL1201515
drug.Drug_Protein;DB00082;P06276;['H01AX01'];3948777;enzyme;unknown;inhibitor;CHEMBL1201515
drug.Drug_Protein;DB00082;Q02928;['H01AX01'];19366684;enzyme;unknown;inhibitor;CHEMBL1201515
drug.Drug_Protein;DB00083;P60880;['M03AX01'];14644446|15222581|16831062|9886085;target;yes;inhibitor;None
drug.Drug_Protein;DB00083;P62745;['M03AX01'];15140914;target;unknown;inhibitor;None
drug.Drug_Protein;DB00083;P02768;['M03AX01'];16782822;carrier;unknown;binder;None
drug.Drug_Protein;DB00086;P00747;['B01AD01', 'B06AA55'];10569766|10581996|10631997|10664583|10726310|11752352;target;yes;activator;CHEMBL2108147
drug.Drug_Protein;DB00086;P25116;['B01AD01', 'B06AA55'];10666203|10079109;target;unknown;activator;CHEMBL2108147
drug.Drug_Protein;DB00086;P47712;['B01AD01', 'B06AA55'];2265209;enzyme;unknown;inducer;CHEMBL2108147
drug.Drug_Protein;DB00087;P31358;['L04AA34'];10092828|10366506|10520035|10573085|10744652|11752352|19479612|19343298;target;yes;antibody;CHEMBL1201587
drug.Drug_Protein;DB00087;O75015;['L04AA34'];9337053|8707338|9020367;target;unknown;;CHEMBL1201587
drug.Drug_Protein;DB00087;P08637;['L04AA34'];15217834;target;unknown;;CHEMBL1201587
drug.Drug_Protein;DB00087;P12314;['L04AA34'];23543215;target;unknown;;CHEMBL1201587
drug.Drug_Protein;DB00087;P12318;['L04AA34'];15217834;target;unknown;;CHEMBL1201587
drug.Drug_Protein;DB00087;P31994;['L04AA34'];23543215;target;unknown;;CHEMBL1201587
drug.Drug_Protein;DB00087;P31995;['L04AA34'];23543215;target;unknown;;CHEMBL1201587
drug.Drug_Protein;DB00089;Q04609;['V09IB04'];11016653|15882479|9508077|9792131|11752352;target;yes;other/unknown;CHEMBL2108285
drug.Drug_Protein;DB00091;P49069;['L04AD01', 'S01XA18'];20927389|20674565|20602248|20637127|24682697|1502562;target;yes;binder;CHEMBL160
drug.Drug_Protein;DB00091;Q96LZ3;['L04AD01', 'S01XA18'];20674565|23468591|7529175;target;yes;inhibitor;CHEMBL160
drug.Drug_Protein;DB00091;P62937;['L04AD01', 'S01XA18'];17461417|17609268|20637127|20368803;target;yes;inhibitor|binder;CHEMBL160
drug.Drug_Protein;DB00091;P30405;['L04AD01', 'S01XA18'];2970139|2026447|1896075;target;yes;binder;CHEMBL160
drug.Drug_Protein;DB00091;P20815;['L04AD01', 'S01XA18'];20368718|23354298|23922006;enzyme;unknown;substrate;CHEMBL160
drug.Drug_Protein;DB00091;P08684;['L04AD01', 'S01XA18'];10490933|25860376|22205779|2277139|23922006;enzyme;unknown;substrate|inhibitor;CHEMBL160
drug.Drug_Protein;DB00091;P33261;['L04AD01', 'S01XA18'];17202802;enzyme;unknown;inhibitor;CHEMBL160
drug.Drug_Protein;DB00091;P10635;['L04AD01', 'S01XA18'];17202802;enzyme;unknown;inhibitor;CHEMBL160
drug.Drug_Protein;DB00091;P08183;['L04AD01', 'S01XA18'];8842452|9333100|10227700|23922006;transporter;unknown;substrate|inhibitor;CHEMBL160
drug.Drug_Protein;DB00091;O95342;['L04AD01', 'S01XA18'];12404239|10648470|27000539;transporter;unknown;substrate|inhibitor;CHEMBL160
drug.Drug_Protein;DB00091;Q12908;['L04AD01', 'S01XA18'];9458785|18668439;transporter;unknown;inhibitor;CHEMBL160
drug.Drug_Protein;DB00091;Q14973;['L04AD01', 'S01XA18'];9486191|18668439;transporter;unknown;inhibitor;CHEMBL160
drug.Drug_Protein;DB00091;Q4U2R8;['L04AD01', 'S01XA18'];9374486|27290622|29051147|25860376;transporter;unknown;substrate|inhibitor;CHEMBL160
drug.Drug_Protein;DB00091;Q5T3U5;['L04AD01', 'S01XA18'];12527806;transporter;unknown;substrate|inhibitor;CHEMBL160
drug.Drug_Protein;DB00091;Q92887;['L04AD01', 'S01XA18'];15816878|12967592;transporter;unknown;inhibitor;CHEMBL160
drug.Drug_Protein;DB00091;Q9UNQ0;['L04AD01', 'S01XA18'];11437380|25860376;transporter;unknown;inhibitor;CHEMBL160
drug.Drug_Protein;DB00091;Q9Y6L6;['L04AD01', 'S01XA18'];12538813|14530907|23179780;transporter;unknown;substrate|inhibitor;CHEMBL160
drug.Drug_Protein;DB00091;Q9NPD5;['L04AD01', 'S01XA18'];25860376|22240838|23179780;transporter;no;inhibitor;CHEMBL160
drug.Drug_Protein;DB00092;P06729;['L04AA15'];17555598|11970990|17403057|14968366|12795770|11752352;target;yes;inhibitor;CHEMBL1201571
drug.Drug_Protein;DB00092;P08637;['L04AA15'];17139284|17016423|11970990|12795239;target;unknown;;CHEMBL1201571
drug.Drug_Protein;DB00092;O75015;['L04AA15'];11970990;target;unknown;;CHEMBL1201571
drug.Drug_Protein;DB00093;P37288;[];17139284|17016423|18655903|11752352;target;yes;agonist;CHEMBL3185126
drug.Drug_Protein;DB00094;P23945;['G03GA04'];11299519|7755615|2108722|8319832|8070368|11752352;target;yes;agonist;CHEMBL1201520
drug.Drug_Protein;DB00095;P20701;['L04AA21'];19170413|17053736|11752352|15799683;target;yes;antibody;CHEMBL1201575
drug.Drug_Protein;DB00095;P20702;['L04AA21'];25070825;target;yes;antibody;CHEMBL1201575
drug.Drug_Protein;DB00097;P22888;['G03GA08'];15967102|12606382|17059863;target;yes;;CHEMBL1201464
drug.Drug_Protein;DB00097;P23945;['G03GA08'];9027352|17059863|20374735|11752352;target;yes;binder;CHEMBL1201464
drug.Drug_Protein;DB00098;P06126;['L04AA04'];17139284|17016423|11752352;target;unknown;inhibitor;None
drug.Drug_Protein;DB00098;Q95460;['L04AA04'];12586600;target;yes;antagonist;None
drug.Drug_Protein;DB00098;P20701;['L04AA04'];12586600;target;yes;;None
drug.Drug_Protein;DB00098;P42081;['L04AA04'];12586600;target;yes;binder;None
drug.Drug_Protein;DB00098;P31994;['L04AA04'];12586600;target;yes;;None
drug.Drug_Protein;DB00098;P01730;['L04AA04'];12586600;target;yes;;None
drug.Drug_Protein;DB00098;P05556;['L04AA04'];12586600;target;yes;;None
drug.Drug_Protein;DB00098;P06756;['L04AA04'];12586600;target;yes;;None
drug.Drug_Protein;DB00098;P05106;['L04AA04'];12586600;target;yes;;None
drug.Drug_Protein;DB00099;Q99062;['L03AA02'];17001306|17494858|15949269|17127322|16033816;target;yes;stimulator;CHEMBL1201567
drug.Drug_Protein;DB00099;P08246;['L03AA02'];14657210|16245075|17311988|17475913|15353486|12393522;target;unknown;other/unknown;CHEMBL1201567
drug.Drug_Protein;DB00100;P00742;[];1391956|8083242|9079657|10933803|10919405|11752352|659613;target;yes;activator;None
drug.Drug_Protein;DB00100;P03951;[];10593931|11342438|659613;target;yes;ligand;None
drug.Drug_Protein;DB00100;P08709;[];10192655|10381508|10498586|10617609|10938981|659613;target;yes;ligand;None
drug.Drug_Protein;DB00100;P00451;[];11150722|12719776|12826528|14598591|16476097|659613;target;yes;cofactor;None
drug.Drug_Protein;DB00100;P00734;[];10498586|10499904|10499905|10648407|11019961;target;unknown;;None
drug.Drug_Protein;DB00100;Q07954;[];17139284|17016423|12522212;target;unknown;;None
drug.Drug_Protein;DB00100;P38435;[];14660587|9115224|8506307|9748333|9141486;target;unknown;;None
drug.Drug_Protein;DB00102;P09619;['D03AX06', 'A01AD08'];18686746;target;yes;;CHEMBL1201556
drug.Drug_Protein;DB00102;P16234;['D03AX06', 'A01AD08'];10070317|7665222|12632922|1702511|14506245;target;unknown;;CHEMBL1201556
drug.Drug_Protein;DB00102;P01023;['D03AX06', 'A01AD08'];1697862|7541796;target;unknown;;CHEMBL1201556
drug.Drug_Protein;DB00103;P20645;['A16AB04'];22768187;transporter;unknown;substrate;CHEMBL2108888
drug.Drug_Protein;DB00104;P02768;['H01CB02'];;carrier;unknown;binder;CHEMBL1680
drug.Drug_Protein;DB00104;P05164;['H01CB02'];10929949|11020872;enzyme;unknown;inhibitor;CHEMBL1680
drug.Drug_Protein;DB00104;P08684;['H01CB02'];26052213|9661620;enzyme;no;inhibitor;CHEMBL1680
drug.Drug_Protein;DB00104;P08183;['H01CB02'];10694230|9743261|14633964;transporter;unknown;substrate;CHEMBL1680
drug.Drug_Protein;DB00104;Q92887;['H01CB02'];10694230|26330539|14633964;transporter;unknown;substrate|inhibitor;CHEMBL1680
drug.Drug_Protein;DB00105;P48551;['L03AB05'];17139284|17016423|7584665|11752352;target;yes;binder;None
drug.Drug_Protein;DB00105;P17181;['L03AB05'];17139284|17016423|10567921|11752352;target;yes;binder;None
drug.Drug_Protein;DB00105;P05177;['L03AB05'];12171873|16507380;enzyme;unknown;inhibitor;None
drug.Drug_Protein;DB00106;P30968;['L02BX01'];16985933;target;yes;antagonist;CHEMBL1252
drug.Drug_Protein;DB00107;P30559;['G02AC01', 'H01BB02'];20108008|20104850|18655883|15646817|21208749|30253045;target;yes;agonist;CHEMBL395429
drug.Drug_Protein;DB00107;P01178;['G02AC01', 'H01BB02'];17016423|6687626|1486803;carrier;unknown;binder;CHEMBL395429
drug.Drug_Protein;DB00107;P48147;['G02AC01', 'H01BB02'];11495689|3544718|6361010|28261087;enzyme;unknown;substrate;CHEMBL395429
drug.Drug_Protein;DB00107;Q9UIQ6;['G02AC01', 'H01BB02'];30253045|11108258;enzyme;unknown;substrate;CHEMBL395429
drug.Drug_Protein;DB00107;Q15109;['G02AC01', 'H01BB02'];32054984;transporter;unknown;binder;CHEMBL395429
drug.Drug_Protein;DB00108;P13612;['L04AA23'];16268663|16634035|17461891|9389694|11752352;target;yes;antibody;CHEMBL1201607
drug.Drug_Protein;DB00108;O75015;['L04AA23'];29951887;target;unknown;;CHEMBL1201607
drug.Drug_Protein;DB00108;P05362;['L04AA23'];11752352;target;unknown;;CHEMBL1201607
drug.Drug_Protein;DB00108;P12314;['L04AA23'];31002172;target;unknown;;CHEMBL1201607
drug.Drug_Protein;DB00109;P33261;['J05AX07'];15656696;enzyme;unknown;substrate;CHEMBL525076
drug.Drug_Protein;DB00109;P05181;['J05AX07'];15656696;enzyme;unknown;substrate;CHEMBL525076
drug.Drug_Protein;DB00110;O75015;['J06BB16'];24711420;target;unknown;;CHEMBL1201586
drug.Drug_Protein;DB00110;P00736;['J06BB16'];24711420;target;unknown;;CHEMBL1201586
drug.Drug_Protein;DB00110;P02745;['J06BB16'];24711420;target;unknown;;CHEMBL1201586
drug.Drug_Protein;DB00110;P02746;['J06BB16'];24711420;target;unknown;;CHEMBL1201586
drug.Drug_Protein;DB00110;P02747;['J06BB16'];24711420;target;unknown;;CHEMBL1201586
drug.Drug_Protein;DB00110;P08637;['J06BB16'];24711420;target;unknown;;CHEMBL1201586
drug.Drug_Protein;DB00110;P12314;['J06BB16'];24711420;target;unknown;;CHEMBL1201586
drug.Drug_Protein;DB00110;P31994;['J06BB16'];24711420;target;unknown;;CHEMBL1201586
drug.Drug_Protein;DB00111;P01589;['L04AC01'];16304857|10607689|16908318|8600944|17564638|19788505|11752352;target;yes;antibody;CHEMBL1201605
drug.Drug_Protein;DB00111;P14784;['L04AC01'];12372041|15022409|15814281|2571203|2647626|11752352;target;yes;antibody;CHEMBL1201605
drug.Drug_Protein;DB00111;O75015;['L04AC01'];1835892|2335478|8097750|2415663|1900882;target;unknown;;CHEMBL1201605
drug.Drug_Protein;DB00111;P00736;['L04AC01'];17139284|17016423;target;unknown;;CHEMBL1201605
drug.Drug_Protein;DB00111;P02745;['L04AC01'];17139284|17016423;target;unknown;;CHEMBL1201605
drug.Drug_Protein;DB00111;P02746;['L04AC01'];17139284|17016423;target;unknown;;CHEMBL1201605
drug.Drug_Protein;DB00111;P02747;['L04AC01'];17139284|17016423;target;unknown;;CHEMBL1201605
drug.Drug_Protein;DB00111;P08637;['L04AC01'];17139284|17016423;target;unknown;;CHEMBL1201605
drug.Drug_Protein;DB00111;P12314;['L04AC01'];1828823;target;unknown;;CHEMBL1201605
drug.Drug_Protein;DB00111;P12318;['L04AC01'];17139284|17016423;target;unknown;;CHEMBL1201605
drug.Drug_Protein;DB00111;P31994;['L04AC01'];17139284|17016423;target;unknown;;CHEMBL1201605
drug.Drug_Protein;DB00111;P31995;['L04AC01'];17139284|17016423;target;unknown;;CHEMBL1201605
drug.Drug_Protein;DB00112;P15692;['L01XC07'];11752352|15705858|27329360;target;yes;;CHEMBL1201583
drug.Drug_Protein;DB00112;P02745;['L01XC07'];15886877;target;unknown;;CHEMBL1201583
drug.Drug_Protein;DB00112;P02746;['L01XC07'];15886877;target;unknown;;CHEMBL1201583
drug.Drug_Protein;DB00112;P02747;['L01XC07'];15886877;target;unknown;;CHEMBL1201583
drug.Drug_Protein;DB00112;P08637;['L01XC07'];15886877;target;unknown;;CHEMBL1201583
drug.Drug_Protein;DB00112;P12314;['L01XC07'];15886877;target;unknown;;CHEMBL1201583
drug.Drug_Protein;DB00112;P12318;['L01XC07'];15886877;target;unknown;;CHEMBL1201583
drug.Drug_Protein;DB00112;P31994;['L01XC07'];15886877;target;unknown;;CHEMBL1201583
drug.Drug_Protein;DB00112;P31995;['L01XC07'];15886877;target;unknown;;CHEMBL1201583
drug.Drug_Protein;DB00113;P13688;['V09IA06'];12865871|9389396;target;unknown;other/unknown;CHEMBL2108253
drug.Drug_Protein;DB00114;Q9BYV1;['A11HA06'];7592550|6703688;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;Q99259;['A11HA06'];15381280|11488610|15686475|12535612|12067524;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;P35520;['A11HA06'];11948191|12173932|12644499|15196993|15365998;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;Q16719;['A11HA06'];14756555|12204580|17300176|11985583;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;P34896;['A11HA06'];7526359|9305893|3143355|10592235;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;Q9Y697;['A11HA06'];12119030|17469805|16310786|12860127|12196163;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;P17174;['A11HA06'];11340119|11888303|12167474|16925884|11752352;target;unknown;activator;CHEMBL82202
drug.Drug_Protein;DB00114;P04181;['A11HA06'];10592235;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;P11926;['A11HA06'];12672797|12627959|15476392|12460114|11683631;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;Q8N5Z0;['A11HA06'];12126930|15016471;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;P80404;['A11HA06'];14534310|17531224|14567543|16096275|15723541|11752352;target;unknown;inhibitor;CHEMBL82202
drug.Drug_Protein;DB00114;Q9NVS9;['A11HA06'];16538088|16207494|17032564|17216302|15772097;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;O95470;['A11HA06'];15522238|11377878;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;P17735;['A11HA06'];16570355|16902803|16466641|12441383|12798391;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;Q16773;['A11HA06'];12167474|12850267|16846239|12798391|16463021;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;O15270;['A11HA06'];12782147|11726713|11781309|11279212|11171191;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;Q9Y600;['A11HA06'];15070923;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;P19113;['A11HA06'];12679420|16547811|16790022|15070923|11980912;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;Q96A70;['A11HA06'];11980912|15583399|16997906|11168717|17305368;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;P20132;['A11HA06'];15689518|14596599|14646100|16580895|15155761;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;O75600;['A11HA06'];11318637;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;P23378;['A11HA06'];15791207|16228305;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;P24298;['A11HA06'];14688239|12537583|16179747|15347780|11330835;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;Q9Y617;['A11HA06'];8695645|10024454|16532449|10592235;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;P13196;['A11HA06'];7275938|10577279|12686158;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;P21549;['A11HA06'];16971151;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;Q96GD0;['A11HA06'];14522954|11000053|17531224|16336786|16336194;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;O15269;['A11HA06'];12782147|11781309|11279212;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;P32929;['A11HA06'];15184188|15823094|17377202|16857832|11578145;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;P54687;['A11HA06'];12269802;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;O15382;['A11HA06'];12269802;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;O94903;['A11HA06'];31825581;target;unknown;binder;CHEMBL82202
drug.Drug_Protein;DB00114;P00505;['A11HA06'];236311;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;P11216;['A11HA06'];7916624|8254668;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;P11217;['A11HA06'];12460107|11052666|11228757|11508701|12217700;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;P20711;['A11HA06'];6983619|7567987|11085948|20403077;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;Q2TU84;['A11HA06'];28232482|32093839|240513;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;Q53ET4;['A11HA06'];17918169;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;Q59FK2;['A11HA06'];15561708;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;Q59GM9;['A11HA06'];4506097|3818634;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;Q5JAM2;['A11HA06'];12699240|15251194|12191993|17469798|15840827;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;Q5VZ30;['A11HA06'];10978228;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;Q6IBS8;['A11HA06'];15965967|11085948|11709201|12679420|15070923;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;Q6YP21;['A11HA06'];27314340|24739074;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;Q6ZQY3;['A11HA06'];23038267;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;Q96I15;['A11HA06'];10592235;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;Q6WRI0;['A11HA06'];10592235;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;Q8IUZ5;['A11HA06'];22241472;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;Q8IVA8;['A11HA06'];16075246|8499653|10978228;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;P34897;['A11HA06'];15865438|11877399|17482557|17651438|16980404|7526359|9305893|3143355;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;P22557;['A11HA06'];12686158|15251194|14724775|16763894|16121195;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;Q8TD30;['A11HA06'];241701;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;Q96EN8;['A11HA06'];15561708|16784786|11886751|11553608;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;Q96GA7;['A11HA06'];18342636;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;Q9BXA1;['A11HA06'];21176891;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;Q9GZT4;['A11HA06'];16289454|16185077|15306409|12560076|12596860;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;Q9HD40;['A11HA06'];17194211|11481605;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;Q9NUV7;['A11HA06'];22616865|12782147|19648650|19416851;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;Q9UGI5;['A11HA06'];12021103|11108513|11034389|16538088|17531224;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00114;Q9UJX1;['A11HA06'];12544342|11781309|12383475|16847354|12686111;target;unknown;cofactor;CHEMBL82202
drug.Drug_Protein;DB00115;Q99707;['B03BA01', 'B03AE01', 'B03BA51'];19904199|18709879|22254022;target;yes;cofactor;CHEMBL2110563
